pv1,pv2,pv3,pv4,pv5,pv6,pv7,pv8,pv9,pv10,pv11,pv12,load1,load2,load3,load4,load5,load6,load7,load8,load9,load10,load11,load12,wind1,wind2,wind3,wind4,wind5,wind6,wind7,wind8,wind9,wind10,wind11,wind12,w
0.004609828229166724,0.004513335666666535,0.004766289666666701,0.004993598833333224,0.004873715187499961,0.005149863604166707,0.0050649162499998845,0.005217983937500073,0.005179374937499898,0.004753267958333446,0.004197661958333279,0.004405311020833275,2464.818591,6683.791649,5052.493859000001,4544.566142,5247.51752,5754.831706,8357.453287,8303.00933,5166.500482,3297.883374,5393.8086,1728.501165,0.14331439904166665,0.15278710062500003,0.13641084437500003,0.13599846647916672,0.12957786220833337,0.1397860294583333,0.120793692625,0.12531383022916667,0.15618474041666663,0.14647121233333332,0.14592872589583336,0.16009724035416664,48
0.012696649132075521,0.012430883943396143,0.013127583981132104,0.013753651811320683,0.013423461490566002,0.014184044962264192,0.013950078301886715,0.014371665905660455,0.014265326867924463,0.013091718867924595,0.011561437490565998,0.01213335632075467,2249.228587226415,6099.181214528302,4610.567960132075,4147.067098226415,4788.533509113207,5251.474503924528,7626.452882320755,7576.770968641509,4714.602779113207,3009.427788924528,4922.028964245283,1577.3145528490566,0.45850512898113205,0.48881110154716984,0.43641861673584903,0.4350992979056604,0.41455788692452833,0.4472168317169811,0.3864547317169811,0.40091598818867924,0.4996811554339623,0.4686047078301887,0.46686913311320755,0.512198399264151,53
0.004505529013698689,0.004411219643835632,0.004658450438356193,0.004880616657534337,0.004763445397260382,0.005033345808219028,0.004950320479452125,0.005099924890410862,0.005062189452054652,0.004645723287671322,0.004102688136986263,0.0043056390684931,2217.645678794521,6013.538570986301,4545.827921260274,4088.835382109589,4721.294538136986,5177.735071794521,7519.364805616439,7470.380508575343,4648.401918410959,2967.170419876713,4852.915495232876,1555.1664343698628,0.3108499275479452,0.33139628298630136,0.29587606957534246,0.2949816189863014,0.28105528383561645,0.3031968695068493,0.2620023589178082,0.27180656878082193,0.3387657873150685,0.3176970775753425,0.3165204205616438,0.3472520268082192,73
0.1950026073243243,0.19092082851351352,0.2016211584864865,0.21123667594594597,0.20616541864864862,0.21784690770270268,0.21425350916216218,0.2207284996216216,0.21909528216216215,0.20107032032432434,0.17756735878378377,0.18635122427027026,2178.4692113513515,5907.304649000001,4465.522270432433,4016.6028664324326,4637.889130513514,5086.266280621621,7386.529270459459,7338.41031972973,4566.284216810811,2914.753004243243,4767.184899189189,1527.6931875945945,0.4458660481891892,0.475336611,0.4243883693513513,0.42310541867567575,0.40313024899999994,0.4348889224594594,0.375801780972973,0.38986440075675677,0.4859070227837838,0.4556872236756756,0.4539994915135135,0.4980792182972973,37
0.011948155265306196,0.011698057438775583,0.012353685632653086,0.012942845408163428,0.012632120479591988,0.013347866030612027,0.013127692112245029,0.013524426255101876,0.01342435616326515,0.012319934806122548,0.01087986668367344,0.011418069704081574,2170.6760159489795,5886.172021183673,4449.547434928572,4002.233982693878,4621.2976745510205,5068.070812663265,7360.104905459184,7312.15809422449,4549.948918214286,2904.325847602041,4750.130904081632,1522.2280603367346,0.09162937224489795,0.09768583063265299,0.08721552143877545,0.08695186382653067,0.08284679169387749,0.08937347688775518,0.07723055253061228,0.08012054391836732,0.09985814268367338,0.09364770970408162,0.09330086599999995,0.10235963535714288,98
0.011783766610309346,0.011537109747422739,0.012183717477319597,0.012764771340206343,0.012458321518556845,0.013164219457731718,0.012947074806185718,0.013338350486597775,0.013239657190721468,0.012150431006185666,0.010730176065979341,0.01126097422061853,2166.5407899381444,5874.958624402062,4441.0708663298965,3994.609564412371,4612.493914742268,5058.415931886599,7346.083606639176,7298.22813601031,4541.281080680412,2898.7929889278353,4741.08171172165,1519.328153979381,0.7850573636804122,0.8369475726082474,0.7472406024432989,0.744981650556701,0.7098104279793814,0.7657294209587632,0.6616919064020618,0.6864526237938142,0.8555593947835052,0.8023499701958761,0.799378300670103,0.8769915529278349,97
0.21675797405970149,0.21222081358208955,0.22411492059701488,0.23480318829850744,0.2291661588955224,0.24215088720895517,0.23815659300000003,0.24535396244776117,0.2435385359701493,0.22350262853731342,0.19737757083582091,0.20714140398507463,2159.6360582238804,5856.235222626865,4426.917242552238,3981.8788058955224,4597.793968432836,5042.294839,7322.671752492537,7274.968796522388,4526.808088567164,2889.554580761194,4725.971958119403,1514.486078835821,0.10213143877611944,0.10888205591044775,0.09721169602985072,0.09691781943283587,0.09234224605970154,0.09961698471641794,0.08608230368656708,0.0893035303731343,0.11130334670149256,0.10438110716417917,0.10399451007462682,0.11409154695522397,67
0.1109067767735849,0.10858528501886792,0.11467104528301887,0.12013982358490566,0.1172555709245283,0.12389936060377359,0.12185563279245283,0.1255382517735849,0.12460936743396227,0.11435775869811321,0.10099056460377359,0.10598634503773585,2146.6260369433962,5820.956248509434,4400.248727226415,3957.8912791132075,4570.0960621320755,5011.9191826226415,7278.558711,7231.143125962264,4499.537813528302,2872.1474040943394,4697.501885377358,1505.362552754717,0.2999481792264151,0.3197739580754717,0.2854994659811321,0.28463638450943396,0.27119845666037734,0.29256351975471695,0.2528137326981132,0.2622741013962264,0.32688500805660375,0.30655519430188677,0.3054198035283019,0.3350736285471698,53
0.21026312900000002,0.2058619182,0.21739963503999998,0.22776764391999998,0.22229952024,0.23489517956,0.23102056864000003,0.23800227916,0.23624124931999999,0.2168056894,0.19146343212,0.20093470576,2100.1491077600003,5694.92583292,4304.978267840001,3872.1983684799998,4471.1482120400005,4903.4053524,7120.96952112,7074.580538,4402.11763084,2809.96210056,4595.79555236,1472.7697173200002,0.82150191948,0.8758010168000001,0.7819295984000001,0.77956578,0.74276181092,0.8012767197599999,0.69240949304,0.71831967216,0.89527685184,0.83959729724,0.8364876744399999,0.9177039507599999,25
0.1507014177878788,0.14754694796969697,0.15581634975757575,0.16324738927272725,0.15932823318181819,0.16835589181818184,0.16557885075757575,0.17058283615151515,0.1693206573939394,0.1553906523939394,0.1372271534242424,0.144015478,2087.5401476363636,5660.734406939394,4279.131865333333,3848.9503074242425,4444.30415169697,4873.966089121212,7078.216356515152,7032.105885515151,4375.688019212121,2793.0915365757573,4568.203129151515,1463.927443090909,0.6446338976060608,0.6872424879090909,0.6135814327575757,0.6117265403636363,0.5828464057272726,0.6287631502727273,0.5433348597272727,0.5636666195757576,0.7025252074545454,0.6588333698181817,0.6563932439393938,0.7201237884848485,33
